"","Manufacturer","Model Year","Regulatory Class","Vehicle Type","Production (000)","Production Share","2-Cycle MPG","Real-World MPG","Real-World MPG_City","Real-World MPG_Hwy","Real-World CO2 (g/mi)","Real-World CO2_City (g/mi)","Real-World CO2_Hwy (g/mi)","Weight (lbs)","Footprint (sq. ft.)","Engine Displacement","Horsepower (HP)","Acceleration (0-60 time in seconds)","HP/Engine Displacement","HP/Weight (lbs)","Ton-MPG (Real-World)","Drivetrain - Front","Drivetrain - 4WD","Drivetrain - Rear","Transmission - Manual","Transmission - Automatic","Transmission - Lockup","Transmission - CVT (Hybrid)","Transmission - Other","Fuel Delivery - Carbureted","Fuel Delivery - Gasoline Direct Injection (GDI)","Fuel Delivery - Port Fuel Injection","Fuel Delivery - Throttle Body Injection","Fuel Delivery - Other","Powertrain - Diesel","Powertrain - Electric Vehicle (EV)","Powertrain - Plug-in Hybrid Electric Vehicle (PHEV)","Powertrain - Fuel Cell Vehicle (FCV)","Powertrain - Other (incl. CNG)","Powertrain - Gasoline Hybrid","Powertrain - Gasoline","Turbocharged Engine","Stop/Start","Cylinder Deactivation","Multivalve Engine","Variable Valve Timing","Average Number of Gears","Transmission - CVT (Non-Hybrid)","4 or Fewer Gears","5 Gears","6 Gears","7 Gears","8 Gears","9 or More Gears"
"987","Stellantis","1991","Truck","Pickup",122,0.01,18.81299,15.75694,14.13296,17.92199,564.00537,628.814,495.87122,4034.549,0,263.9085,145.6452,12.0081,0.56229,0.036115,32.18903,0,0.254,0.746,0.253,0.086,0.661,0,0,0,0,0.1,0.9,0,0,0,0,0,0,0,1,0,0,0,0,0,4.1,0,0.786,0.214,0,0,0,0
"988","Stellantis","1992","Truck","Pickup",162,0.014,19.20914,16.08757,14.12646,18.76507,552.41422,629.10318,473.59265,4046.24,0,257.2267,154.5349,11.5897,0.596753,0.037977,32.68323,0,0.26,0.74,0.231,0.006,0.763,0,0,0,0,0.952,0.048,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0.929,0.071,0,0,0,0
"989","Stellantis","1993","Truck","Pickup",158,0.012,18.92903,15.79256,13.93493,18.22883,562.73319,637.75007,487.52431,4111.222,0,263.1812,155.7214,10.8357,0.583323,0.037671,32.56867,0,0.281,0.719,0.23,0,0.77,0,0,0,0,0.972,0.028,0,0,0,0,0,0,0,1,0,0,0,0,0,4.2,0,0.798,0.202,0,0,0,0
"990","Stellantis","1994","Truck","Pickup",314,0.023,18.76813,15.60047,13.79758,17.88653,569.66229,644.09843,496.85444,4346.473,0,283.2514,198.7124,9.4488,0.708677,0.045798,34.08931,0,0.231,0.769,0.194,0,0.806,0,0,0,0,0.991,0.009,0,0,0,0,0,0,0,1,0,0,0,0,0,4.2,0,0.812,0.188,0,0,0,0
"991","Stellantis","1995","Truck","Pickup",293,0.02,17.76864,14.75472,12.96012,17.00448,602.31585,685.71888,522.62709,4516.184,0,295.753,201.4158,9.637,0.686292,0.044505,33.61415,0,0.35,0.65,0.165,0,0.835,0,0,0,0,0.94,0.06,0,0,0,0,0,0,0,1,0,0,0,0,0,4.2,0,0.839,0.161,0,0,0,0
"992","Stellantis","1996","Truck","Pickup",359,0.028,17.35134,14.4003,12.50898,16.76719,617.14005,710.44984,530.02314,4697.127,0,305.3666,210.0108,9.9211,0.697239,0.044867,33.87464,0,0.341,0.659,0.125,0,0.873,0,0.002,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.1,0,0.873,0.127,0,0,0,0
"993","Stellantis","1997","Truck","Pickup",402,0.029,17.71368,14.67363,12.64871,17.18201,605.64419,702.6013,517.22716,4764.896,0,308.5677,209.3273,10.0199,0.685573,0.044117,34.93766,0,0.456,0.544,0.102,0,0.898,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.1,0,0.898,0.102,0,0,0,0
"994","Stellantis","1998","Truck","Pickup",447,0.032,18.02159,14.8978,12.76043,17.50967,596.53093,696.44963,507.54812,4783.331,0,299.3476,206.8871,10.4274,0.698468,0.043364,35.62649,0,0.387,0.613,0.148,0,0.852,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.1,0,0.852,0.148,0,0,0,0
"995","Stellantis","1999","Truck","Pickup",405,0.028,17.74021,14.6326,12.49981,17.18222,607.34236,710.9707,517.22082,4795.316,0,306.9473,214.8234,10.1673,0.703799,0.044863,35.08503,0,0.435,0.565,0.116,0,0.884,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.1,0,0.884,0.116,0,0,0,0
"996","Stellantis","2000","Truck","Pickup",328,0.021,18.40917,15.14351,12.86189,17.82956,586.85201,690.95585,498.44204,4662.1,0,292.3915,214.2765,9.648,0.736905,0.045978,35.3178,0,0.417,0.583,0.1,0,0.9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.1,0,0.9,0.1,0,0,0,0
"997","Stellantis","2001","Truck","Pickup",517,0.035,17.34707,14.26494,12.05209,16.82794,622.99578,737.38268,528.10973,4905.464,0,306.4287,220.8939,9.5495,0.72476,0.045046,35.00767,0,0.439,0.561,0.095,0,0.905,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.1,0,0.905,0.095,0,0,0,0
"998","Stellantis","2002","Truck","Pickup",433,0.028,17.88764,14.56908,12.55961,16.73602,609.99059,707.5854,531.01035,5010.607,0,289.7192,225.3293,9.7092,0.783383,0.045086,36.54271,0,0.412,0.588,0.075,0,0.925,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.1,0,0.925,0.075,0,0,0,0
"999","Stellantis","2003","Truck","Pickup",395,0.026,18.21142,14.72922,12.83181,16.67785,603.35832,692.57573,532.86244,5107.727,0,293.6485,240.0227,9.2463,0.817761,0.046883,37.62369,0,0.407,0.593,0.065,0,0.935,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.8,0,0.229,0.771,0,0,0,0
"1000","Stellantis","2004","Truck","Pickup",429,0.028,17.91516,14.51784,12.42513,16.68858,612.1435,715.24424,532.51993,5139.682,0,301.0513,279.1537,8.5101,0.921131,0.054124,37.32354,0,0.445,0.555,0.058,0,0.942,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.007,0,4.9,0,0.151,0.842,0.007,0,0,0
"1001","Stellantis","2005","Truck","Pickup",376,0.024,18.15121,14.68737,12.46382,16.97143,605.07787,713.02398,523.64484,5093.381,0,298.4592,273.7851,8.5623,0.91087,0.053402,37.49375,0,0.467,0.533,0.025,0,0.975,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.8,0,0.193,0.783,0.025,0,0,0
"1002","Stellantis","2006","Truck","Pickup",264,0.018,18.99993,15.35862,13.0071,17.78408,578.63265,683.24218,499.71669,5206.45,0,291.1402,266.0061,8.8919,0.908702,0.050879,40.01504,0,0.463,0.537,0.052,0,0.948,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.326,0,0,4.8,0,0.225,0.723,0.052,0,0,0
"1003","Stellantis","2007","Truck","Pickup",226,0.015,18.93852,15.31511,12.95803,17.75097,580.27657,685.82977,500.64871,5316.656,0,298.0019,277.1018,8.8115,0.923851,0.051685,40.70041,0,0.472,0.528,0.036,0,0.964,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.43,0,0,4.8,0,0.188,0.776,0.036,0,0,0
"1004","Stellantis","2008","Truck","Pickup",207,0.015,20.22884,16.26376,13.91535,18.63643,546.42949,638.64739,476.86161,5275.37,63.55399,298.2543,301.3486,8.3313,1.011156,0.056834,44.1431,0,0.434,0.566,0.046,0,0.954,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.433,0,0,4.9,0,0.193,0.761,0.046,0,0,0
"1005","Stellantis","2009","Truck","Pickup",116,0.013,19.51597,15.80177,13.2663,18.46389,562.40518,669.89311,481.31779,5531.406,63.89818,316.5419,321.4133,7.9834,1.015937,0.058012,43.70804,0,0.534,0.466,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.599,0,0.599,4.9,0,0.085,0.915,0,0,0,0
"1006","Stellantis","2010","Truck","Pickup",132,0.012,19.82686,16.03863,13.47994,18.71909,554.09966,659.276,474.75611,5371.427,63.69788,315.5792,342.7606,7.7485,1.077924,0.063527,43.06148,0,0.567,0.433,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.586,0,0.586,4.9,0,0.117,0.883,0,0,0,0
"1007","Stellantis","2011","Truck","Pickup",171,0.014,19.90775,16.18785,13.57507,18.93751,548.99185,654.65585,469.2804,5348.257,65.14148,316.7483,344.4297,7.7119,1.078997,0.064082,43.27497,0,0.611,0.389,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.609,0,0.609,4.9,0,0.121,0.879,0,0,0,0
"1008","Stellantis","2012","Truck","Pickup",219,0.017,19.69163,16.02767,13.42478,18.77358,554.47877,661.98453,473.37793,5409.739,65.78239,335.2953,373.2348,7.0386,1.111125,0.068964,43.36119,0,0.61,0.39,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.811,0,0.811,6,0,0.016,0,0.984,0,0,0
"1009","Stellantis","2013","Truck","Pickup",192,0.013,20.36613,16.55283,13.84102,19.42373,536.88698,642.07694,457.53315,5408.469,65.8739,328.2566,370.9081,6.9664,1.135692,0.068547,44.96796,0,0.611,0.389,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.001,0.786,0.097,0.882,6.5,0,0,0,0.775,0,0.225,0
"1010","Stellantis","2014","Truck","Pickup",332,0.022,21.45674,17.37408,14.55839,20.34204,511.50911,610.43818,436.87841,5619.164,66.25841,325.0678,346.2896,7.1904,1.081778,0.061805,49.13779,0,0.66,0.34,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.042,0,0.834,0.166,0.958,7.5,0,0,0,0.264,0,0.736,0
"1011","Stellantis","2015","Truck","Pickup",256,0.016,22.60599,18.253,15.27092,21.40651,494.04629,590.32067,421.41825,5517.954,66.52472,310.4589,334.581,7.3471,1.099967,0.060911,50.88703,0,0.676,0.324,0,0,1,0,0,0,0,0.875,0,0.125,0.125,0,0,0,0,0,0.875,0.125,0,0.744,0.256,0.875,7.8,0,0,0,0.099,0,0.901,0
"1012","Stellantis","2016","Truck","Pickup",321,0.02,22.60326,18.24743,15.27623,21.3852,492.32669,587.89564,420.23081,5505.442,66.58739,312.1856,337.7627,7.243,1.103562,0.061569,50.6191,0,0.706,0.294,0,0,1,0,0,0,0,0.908,0,0.092,0.092,0,0,0,0,0,0.908,0.092,0,0.748,0.252,0.908,7.9,0,0,0,0.03,0,0.97,0
"1013","Stellantis","2017","Truck","Pickup",348,0.021,22.43131,18.10215,15.08665,21.31635,493.16433,591.73755,418.80209,5493.475,66.67865,317.3831,364.9055,6.8581,1.168151,0.066503,49.96648,0,0.725,0.275,0,0,1,0,0,0,0,0.96,0,0.04,0.04,0,0,0,0,0,0.96,0.04,0,0.774,0.226,0.96,8,0,0,0,0,0,1,0
"1014","Stellantis","2018","Truck","Pickup",229,0.014,22.96768,18.53385,15.39821,21.89781,483.26441,581.65893,409.03697,5481.991,66.62189,298.9493,357.3647,7.0104,1.218329,0.065324,51.1524,0,0.709,0.291,0,0,1,0,0,0,0,0.933,0,0.067,0.067,0,0,0,0,0,0.933,0.067,0,0.638,0.362,0.933,8,0,0,0,0,0,1,0
"1015","Stellantis","2019","Truck","Pickup",579,0.037,22.60919,18.27808,15.12841,21.68374,486.65036,587.96491,410.22008,5491.048,67.9452,323.8567,377.772,6.7209,1.181281,0.06881,50.37289,0,0.741,0.259,0,0,1,0,0,0,0,0.992,0,0.008,0.008,0,0,0,0,0.157,0.835,0.008,0,0.815,0.185,0.992,8,0,0,0,0,0,1,0
"1016","Stellantis","2020","Truck","Pickup",439,0.033,23.38012,18.75433,15.85054,21.76186,475.51456,562.65576,409.77647,5364.48,66.24936,299.3253,355.4728,6.8498,1.207984,0.066125,50.64839,0,0.846,0.154,0.01,0,0.99,0,0,0,0,0.967,0,0.033,0.033,0,0,0,0,0.246,0.722,0.033,0.241,0.631,0.369,0.967,8,0,0,0,0.01,0,0.99,0
"1017","Stellantis","2021","Truck","Pickup",470,0.035,23.36186,18.70279,15.9013,21.56956,477.73333,561.91564,414.22737,5415.757,67.18183,296.379,362.1372,6.9321,1.238992,0.066457,51.19528,0,0.853,0.147,0.011,0,0.989,0,0,0,0,0.95,0,0.05,0.05,0,0,0,0,0.334,0.616,0.05,0.244,0.577,0.394,0.95,8,0,0,0,0.011,0,0.989,0
"1018","Stellantis","Prelim. 2022","Truck","Pickup",0,0,23.96459,19.19426,16.26199,22.21626,466.58051,550.72289,403.10469,5509.047,67.50188,301.6297,361.601,6.8247,1.220422,0.065237,53.61273,0,0.817,0.183,0.005,0,0.995,0,0,0,0,0.93,0,0.07,0.07,0,0,0,0,0.367,0.563,0.07,0.085,0.607,0.351,0.93,8,0,0,0,0.005,0,0.995,0
"1019","Stellantis","1975","Car","Sedan/Wagon",1496,0.149,15.82464,13.4798,12.38442,15.11366,659.28255,717.59544,588.01123,4044.312,0,283.014,137.0946,0,0.50899,0.033375,27.54209,0.029,0,0.971,0.133,0.867,0,0,0,0.996,0,0.004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.089,0.006,0,0,0,0
"1020","Stellantis","1976","Car","Sedan/Wagon",1703,0.14,16.83639,14.34656,13.14696,16.14734,619.45166,675.9737,550.36916,3991.24,0,279.8521,131.9565,0,0.485288,0.032514,28.91665,0.017,0,0.983,0.134,0.866,0,0,0,0.999,0,0.001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0
"1021","Stellantis","1977","Car","Sedan/Wagon",1870,0.134,16.65409,14.19763,12.93068,16.12917,625.94945,687.28038,550.98943,4069.282,0,286.5831,132.6642,0,0.483653,0.032238,29.16911,0.018,0,0.982,0.11,0.89,0,0,0,0.998,0,0.002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1022","Stellantis","1978","Car","Sedan/Wagon",1491,0.104,19.06951,16.25468,14.81102,18.45304,546.73474,600.02608,481.60087,3648.532,0,245.8902,122.7777,13.9414,0.543557,0.033175,29.98066,0.121,0,0.879,0.177,0.32,0.502,0,0,0.996,0,0.004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.3,0,0.922,0.078,0,0,0,0
"1023","Stellantis","1979","Car","Sedan/Wagon",1310,0.095,21.03045,17.91774,16.42128,20.16357,495.98896,541.18817,440.74547,3386.897,0,218.2723,109.7694,15.127,0.554963,0.03207,30.42895,0.264,0,0.736,0.189,0.318,0.455,0,0.038,0.996,0,0.004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.3,0,0.947,0.053,0,0,0,0
"1024","Stellantis","1980","Car","Sedan/Wagon",989,0.089,22.71441,19.35529,17.71608,21.82324,459.15092,501.63456,407.22647,3075.336,0,182.6779,88.7186,16.8165,0.542572,0.028972,29.8926,0.388,0.041,0.572,0.236,0.275,0.428,0,0.061,0.988,0,0.012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.4,0,0.936,0.064,0,0,0,0
"1025","Stellantis","1981","Car","Sedan/Wagon",1053,0.101,26.08447,22.23262,20.287,25.18468,399.72804,438.06381,352.87322,2833.106,0,157.6268,91.6173,15.6194,0.621694,0.032539,31.71981,0.677,0.019,0.304,0.301,0.508,0.143,0,0.049,0.966,0,0.027,0.007,0,0,0,0,0,0,0,1,0,0,0,0,0,3.4,0,0.956,0.044,0,0,0,0
"1026","Stellantis","1982","Car","Sedan/Wagon",820,0.086,26.91616,22.93568,20.98176,25.88149,387.47487,423.55841,343.37277,2942.106,0,166.5073,94.319,16.7506,0.606927,0.032059,33.95209,0.704,0.029,0.267,0.203,0.56,0.192,0,0.045,0.978,0,0.019,0.003,0,0,0,0,0,0,0,1,0,0,0,0,0,3.3,0,0.949,0.051,0,0,0,0
"1027","Stellantis","1983","Car","Sedan/Wagon",915,0.091,28.37771,24.15636,22.38709,26.73919,367.89478,396.96983,332.35862,2843.078,0,154.6169,90.3069,15.6679,0.623216,0.031551,34.78966,0.782,0.035,0.183,0.249,0.569,0.154,0,0.028,0.848,0,0.014,0.138,0,0,0,0,0,0,0,1,0,0,0,0,0,3.4,0,0.844,0.156,0,0,0,0
"1028","Stellantis","1984","Car","Sedan/Wagon",1180,0.086,28.50304,24.28044,22.31503,27.20948,366.01483,398.25173,326.61416,2789.989,0,143.3867,91.6876,15.3489,0.67237,0.032634,34.14901,0.884,0.019,0.096,0.268,0.627,0.105,0,0,0.664,0,0.094,0.242,0,0,0,0,0,0,0,1,0,0,0,0,0,3.4,0,0.837,0.163,0,0,0,0
"1029","Stellantis","1985","Car","Sedan/Wagon",1340,0.095,28.10231,23.94634,21.93024,26.97759,371.12142,405.23954,329.42151,2881.014,0,150.1513,105.7374,13.9212,0.74466,0.036539,34.66937,0.881,0.001,0.119,0.199,0.67,0.13,0,0,0.527,0,0.162,0.311,0,0,0,0,0,0,0,1,0,0,0,0,0,3.3,0,0.856,0.144,0,0,0,0
"1030","Stellantis","1986","Car","Sedan/Wagon",1125,0.075,28.54172,24.20714,22.27853,26.98719,367.12306,398.90431,329.30437,2882.586,0,147.7282,104.0969,13.593,0.740907,0.035938,35.13899,0.896,0.007,0.097,0.192,0.688,0.12,0,0,0.319,0,0.182,0.498,0,0,0,0,0,0,0,1,0,0,0,0,0,3.3,0,0.869,0.131,0,0,0,0
"1031","Stellantis","1987","Car","Sedan/Wagon",1323,0.092,27.66428,23.39589,21.3359,26.34645,379.85301,416.52811,337.313,2896.696,0,152.9333,106.4735,13.506,0.733843,0.036726,33.95649,0.881,0.003,0.115,0.172,0.516,0.312,0,0,0.378,0,0.174,0.448,0,0,0,0,0,0,0,1,0,0,0,0,0,3.3,0,0.851,0.149,0,0,0,0
"1032","Stellantis","1988","Car","Sedan/Wagon",1131,0.076,28.4553,23.99535,21.62696,27.38909,370.3635,410.92228,324.47229,2956.483,0,152.4807,108.9368,13.6794,0.73334,0.036662,35.56914,0.935,0.002,0.063,0.138,0.092,0.77,0,0,0.116,0,0.276,0.607,0,0,0,0,0,0,0,1,0,0,0,0,0,3.3,0,0.892,0.108,0,0,0,0
"1033","Stellantis","1989","Car","Sedan/Wagon",1035,0.073,28.01594,23.57729,20.93823,27.3915,376.93059,424.43903,324.44371,3072.852,0,151.4619,111.4561,13.1393,0.746471,0.036107,36.37817,0.973,0.003,0.024,0.138,0.085,0.777,0,0,0.017,0,0.442,0.542,0,0,0,0,0,0,0,1,0,0,0,0.006,0,3.5,0,0.877,0.123,0,0,0,0
"1034","Stellantis","1990","Car","Sedan/Wagon",793,0.065,27.33586,22.94349,20.23989,26.80444,387.34299,439.08343,331.54951,3214.075,0,160.7972,124.2038,11.7028,0.784637,0.038414,36.88732,0.997,0,0.002,0.139,0.014,0.846,0,0,0,0,0.616,0.384,0,0,0,0,0,0,0,1,0,0,0,0.081,0,3.7,0,0.876,0.124,0,0,0,0
"1035","Stellantis","1991","Car","Sedan/Wagon",770,0.063,27.41887,22.88913,20.39612,26.26131,388.26288,435.72002,338.40654,3189.089,0,161.3307,126.0511,11.6739,0.795179,0.039222,36.55368,0.976,0.02,0.004,0.156,0.009,0.835,0,0,0,0,0.624,0.376,0,0,0,0,0,0,0,1,0,0,0,0.156,0,3.8,0,0.871,0.129,0,0,0,0
"1036","Stellantis","1992","Car","Sedan/Wagon",634,0.054,27.66708,22.99643,20.50313,26.26931,386.45134,433.44602,338.30348,3172.034,0,162.5928,125.8,11.4316,0.785995,0.039328,36.5221,0.974,0.023,0.002,0.161,0.006,0.833,0,0,0,0,0.609,0.391,0,0,0,0,0,0,0,1,0,0,0,0.074,0,3.7,0,0.857,0.143,0,0,0,0
"1037","Stellantis","1993","Car","Sedan/Wagon",765,0.059,27.85964,23.1365,20.2282,27.03147,384.11172,439.33706,328.76491,3178.218,0,168.6042,133.063,10.3864,0.790677,0.041427,36.85146,0.997,0.001,0.002,0.124,0.012,0.864,0,0,0,0,0.67,0.33,0,0,0,0,0,0,0,1,0,0,0,0.192,0,3.8,0,0.876,0.123,0.001,0,0,0
"1038","Stellantis","1994","Car","Sedan/Wagon",736,0.054,26.23193,21.774,18.80175,25.76287,408.14739,472.66867,344.95375,3361.096,0,179.705,145.8527,10.0425,0.801773,0.042656,36.56284,0.996,0,0.004,0.075,0.003,0.922,0,0,0,0,0.71,0.29,0,0,0,0,0,0,0,1,0,0,0,0.282,0,3.8,0,0.925,0.071,0.004,0,0,0
"1039","Stellantis","1995","Car","Sedan/Wagon",950,0.065,28.14287,23.29176,19.86903,27.88961,381.55132,447.27898,318.64917,3205.765,0,156.6019,152.6516,9.5034,0.998751,0.047491,37.29679,0.99,0.007,0.003,0.14,0.001,0.859,0,0,0,0,0.971,0.029,0,0,0,0,0,0,0,1,0,0,0,0.757,0,3.8,0,0.86,0.138,0.002,0,0,0
"1040","Stellantis","1996","Car","Sedan/Wagon",808,0.063,27.2336,22.53123,18.97881,27.31126,394.43037,468.25905,325.39691,3332.67,0,157.5031,164.3926,9.6156,1.06989,0.049484,37.48959,0.995,0.002,0.003,0.097,0,0.903,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.003,0,0,0.882,0,3.9,0,0.903,0.094,0.003,0,0,0
"1041","Stellantis","1997","Car","Sedan/Wagon",776,0.055,27.14438,22.43242,18.68086,27.47148,396.16774,475.72761,323.49909,3355.153,0,159.3979,162.7804,9.7501,1.034391,0.048276,37.63263,0.995,0.002,0.004,0.078,0,0.922,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.003,0,0,0.926,0,3.9,0,0.922,0.075,0.003,0,0,0
"1042","Stellantis","1998","Car","Sedan/Wagon",664,0.047,28.31658,23.29003,19.36282,28.43255,381.57955,458.97231,312.56426,3230.071,0,143.8334,153.6459,10.2346,1.069275,0.047565,37.62741,0.998,0.001,0.002,0.077,0,0.923,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.001,0,0,0.998,0,3.8,0,0.923,0.075,0.002,0,0,0
"1043","Stellantis","1999","Car","Sedan/Wagon",684,0.046,26.94024,22.1345,18.31761,27.04076,401.49997,485.16142,328.65205,3515.61,0,163.2244,185.1459,9.5333,1.127658,0.05227,38.92031,0.991,0,0.009,0.03,0.001,0.969,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.998,0,3.9,0,0.969,0.028,0.003,0,0,0
"1044","Stellantis","2000","Car","Sedan/Wagon",814,0.051,27.59426,22.47769,18.88154,26.81511,395.36987,470.67137,331.41766,3393.534,0,153.963,173.1479,9.4099,1.117457,0.050521,38.1046,0.994,0,0.006,0.037,0,0.963,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.998,0.001,3.8,0,0.963,0.034,0.003,0,0,0
"1045","Stellantis","2001","Car","Sedan/Wagon",735,0.049,27.58209,22.32086,18.92217,26.22517,398.14774,469.66079,338.87288,3453.552,0,157.2524,174.1958,9.2531,1.101363,0.050127,38.61023,0.992,0,0.008,0.061,0,0.939,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.998,0.001,3.9,0,0.939,0.058,0.004,0,0,0
"1046","Stellantis","2002","Car","Sedan/Wagon",709,0.046,26.89394,21.72972,18.31071,25.6002,408.97907,485.34436,347.14567,3474.57,0,158.6805,190.7457,8.9674,1.191801,0.054519,37.83092,0.993,0,0.007,0.064,0,0.936,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.998,0.003,4.1,0,0.934,0.062,0.005,0,0,0
"1047","Stellantis","2003","Car","Sedan/Wagon",401,0.027,28.37539,22.71509,19.31504,26.38647,391.23779,460.10768,336.80135,3373.3,0,149.7988,166.9798,9.3668,1.11042,0.049163,38.52014,0.992,0,0.008,0.088,0,0.912,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.067,0,0,0.996,0.004,4.1,0,0.909,0.082,0.008,0,0,0
"1048","Stellantis","2004","Car","Sedan/Wagon",711,0.047,27.4309,21.91998,18.56801,25.47062,405.4293,478.61881,348.91181,3622.826,0,164.5693,196.8371,8.7299,1.200411,0.054215,39.63162,0.898,0.092,0.009,0.051,0,0.949,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.048,0,0,1,0,4.1,0,0.932,0.059,0.009,0,0,0
"1049","Stellantis","2005","Car","Sedan/Wagon",850,0.055,26.54573,21.2068,17.81198,24.76793,419.0637,498.93392,358.81073,3756.873,0,185.703,214.1589,8.4203,1.177146,0.056497,39.70374,0.631,0.07,0.299,0.05,0.002,0.948,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.056,0,0.1,0.878,0.002,4.2,0,0.818,0.17,0.012,0,0,0
"1050","Stellantis","2006","Car","Sedan/Wagon",782,0.054,25.41448,20.38705,17.01098,23.97681,435.91406,522.42723,370.64975,3950.141,0,212.0935,244.419,7.9357,1.192526,0.061536,40.30212,0.451,0.055,0.494,0.016,0.003,0.981,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.019,0,0.175,0.801,0.003,4.4,0,0.625,0.367,0.008,0,0,0
"1051","Stellantis","2007","Car","Sedan/Wagon",600,0.04,27.0795,21.5611,18.25025,24.97972,412.17757,486.95227,355.76858,3824.573,0,186.1347,222.7308,8.2067,1.249483,0.057709,41.40574,0.645,0.07,0.286,0.021,0.001,0.698,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.009,0,0.095,0.876,0.393,4.7,0.279,0.307,0.314,0.099,0,0,0
"1052","Stellantis","2008","Car","Sedan/Wagon",624,0.046,27.76495,22.13546,18.57705,25.87436,401.48246,478.38606,343.46746,3789.452,47.71736,177.4986,207.8514,8.8337,1.195006,0.054331,42.15978,0.637,0.034,0.329,0.017,0.004,0.844,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.016,0,0.058,0.941,0.392,4.3,0.134,0.692,0.099,0.076,0,0,0
"1053","Stellantis","2009","Car","Sedan/Wagon",247,0.027,27.52028,21.94479,18.43281,25.62841,404.97093,482.12952,346.76357,3837.606,48.14488,193.9532,225.9555,8.2669,1.204088,0.057923,42.28641,0.509,0.017,0.474,0.054,0.008,0.77,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.003,0,0.105,0.836,0.512,4.3,0.168,0.613,0.16,0.059,0,0,0
"1054","Stellantis","2010","Car","Sedan/Wagon",367,0.034,27.76716,22.17459,18.50653,26.07309,400.77409,480.20901,340.84951,3839.859,48.90397,194.1131,223.9362,8.397,1.167687,0.057384,42.72877,0.472,0.018,0.51,0.035,0.004,0.836,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.088,0.887,0.499,4.3,0.126,0.664,0.16,0.05,0,0,0
"1055","Stellantis","2011","Car","Sedan/Wagon",242,0.021,28.28252,22.62636,18.49858,27.20607,392.772,480.41535,326.65508,3880.831,49.05197,207.7069,254.2936,7.6162,1.239753,0.064301,43.97655,0.588,0.02,0.392,0.027,0,0.829,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.132,0.85,0.868,5.3,0.144,0.095,0.394,0.367,0,0,0
"1056","Stellantis","2012","Car","Sedan/Wagon",451,0.034,29.98773,23.8797,19.51395,28.7283,372.15718,455.41785,309.34649,3707.097,47.69646,189.3351,232.3499,8.0526,1.229004,0.06067,44.23027,0.618,0.021,0.362,0.066,0.005,0.905,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.006,0,0.088,0.895,0.977,5.7,0.023,0.19,0.251,0.377,0,0.16,0
